,cleaned_tweet,polarity,subjectivity,Sentiment,date,username,Base_tweet,hashtags,nlikes,search
1822,,0.0,0.0,Neutral,2021-08-15 16:50:03,LaurenceMathe1,@StandardBankZA #PureSave #StandardBank #ItCanBe #FamilyFeudSA #SBFamily  https://t.co/PLVY5HZhtD,"['puresave', 'standardbank', 'itcanbe', 'familyfeudsa', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
1823,,0.0,0.0,Neutral,2021-08-15 16:49:39,MosiaLebohang,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #standardbank #ItCanBe  https://t.co/kkI7SUgzTL,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1824,,0.0,0.0,Neutral,2021-08-15 16:49:32,KKhumelo,@StandardBankZA #SBFamily #PureSave #FamilyfeudSA #standardbank #ItCanBe 🤞🤞🤞  https://t.co/V57NXV4PyC,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1825,,0.0,0.0,Neutral,2021-08-15 16:49:21,ThandahGasa,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/gSuKV8FS7o,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1826,team chocho,0.0,0.0,Neutral,2021-08-15 16:49:07,starsm1006,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team ChoCho #FamilyFeudAfrica  @IAmSteveHarvey  #FriedByKFC #BeatTheFeud,"['familyfeudafrica', 'friedbykfc', 'beatthefeud']",0,"StandardBankZA OR ""Standard Bank"""
1827,standard bank family,0.0,0.0,Neutral,2021-08-15 16:48:53,MalangeShirley,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family  #FamilyFeudSA #FamilyFeudAfrica #PureSave #RapidBluetv #ItCanBe #etvonline  @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'rapidbluetv', 'itcanbe', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
1828,,0.0,0.0,Neutral,2021-08-15 16:48:22,Bongumsa_L,@StandardBankZA #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/JVMPvzNUsS,"['familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1829,,0.0,0.0,Neutral,2021-08-15 16:48:11,MapulaRasekelen,@StandardBankZA #PureSave #StandardBank #ItCanBe #FamilyFeudSA #SBFamily  https://t.co/RmNUl2kKdJ,"['puresave', 'standardbank', 'itcanbe', 'familyfeudsa', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
1830,,0.0,0.0,Neutral,2021-08-15 16:48:10,HansPKS88,@StandardBankZA #SBFamily #PureSave  https://t.co/As5QlZOlKR,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1831,,0.0,0.0,Neutral,2021-08-15 16:47:07,lindelanimagida,@StandardBankZA #SBFamily  #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/yzDW9Qv9df,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1832,,0.0,0.0,Neutral,2021-08-15 16:47:00,MapulaRasekelen,@StandardBankZA #StandardBank #PureSave #StandardBank #ItCanBe #SBFamily  https://t.co/0wEbUi1x6f,"['standardbank', 'puresave', 'standardbank', 'itcanbe', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
1833,,0.0,0.0,Neutral,2021-08-15 16:46:58,ArewaNhlapo,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA  #FamilyFeudAfrica  #ItCanBe  https://t.co/42ACSCweHR,"['sbfamily', 'puresave', 'familyfeudsa', 'familyfeudafrica', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1834,,0.0,0.0,Neutral,2021-08-15 16:46:32,Phat_Sii,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #standardbank #ItCanBe  https://t.co/agilKLME9v,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1835,well tried asking email login card number enter doesnt recognize cant roll back update guys sort story stranded shops couldnt transfer money transact rubbish service,0.0,0.0,Neutral,2021-08-15 16:46:02,MakhambeniRob,"@StandardBankZA @mukototina Well I tried that and it's asking for a email login and card number. When I enter them, it doesn't recognize them. Can't you just roll back the update until you guys sort out your story. I was stranded at shops and couldn't transfer money to transact. Rubbish service!!",[],0,"StandardBankZA OR ""Standard Bank"""
1836,,0.0,0.0,Neutral,2021-08-15 16:45:52,Orori110717,@StandardBankZA #SBFamily #PureSave #ItCanBe #StandardBank #FamilyFeudSA  https://t.co/TnSwGupLx5,"['sbfamily', 'puresave', 'itcanbe', 'standardbank', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
1837,,0.0,0.0,Neutral,2021-08-15 16:45:42,Bunny4583387289,@StandardBankZA #SBFamily #PurSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/foqli33k2l,"['sbfamily', 'pursave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1838,,0.0,0.0,Neutral,2021-08-15 16:45:22,winner9774,@StandardBankZA #FamilyFeudSA #ItCanBe #standardbank #SBfamily #PureSave  https://t.co/PkxindImgG,"['familyfeudsa', 'itcanbe', 'standardbank', 'sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1839,,0.0,0.0,Neutral,2021-08-15 16:44:58,SibuuuM,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/IkkitQpvBH,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe', 'sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1840,,0.0,0.0,Neutral,2021-08-15 16:44:55,MapulaRasekelen,@StandardBankZA #SBFamily #FamilyFeudSA #PureSave #StandardBank #ItCanBe  https://t.co/4i5gDN6Nmq,"['sbfamily', 'familyfeudsa', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1841,,0.0,0.0,Neutral,2021-08-15 16:44:27,CynthiaMpangane,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #standardbank #ItCanBe  https://t.co/EJ28nfGPNt,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1842,,0.0,0.0,Neutral,2021-08-15 16:44:08,NikitaCFaro,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #standardbank #ItCanBe  https://t.co/zwxKn3NOVO,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1843,standard bank family,0.0,0.0,Neutral,2021-08-15 16:43:58,BizzyMeee,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family  #FamilyFeudSA,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
1844,,0.0,0.0,Neutral,2021-08-15 16:43:58,its_Dinny,@StandardBankZA #SBFamily  #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/XLXHka1HIA,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1845,,0.0,0.0,Neutral,2021-08-15 16:43:56,Bunny4583387289,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA  #StandardBank #ItCanBe  https://t.co/pcm9ctr0jc,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1846,chocho family,0.0,0.0,Neutral,2021-08-15 16:43:41,Mbalenhlemaben7,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family   #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1847,,0.0,0.0,Neutral,2021-08-15 16:43:38,Jr2Justin,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/gftGaQ7ztz,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1848,chocho gets vote,0.0,0.0,Neutral,2021-08-15 16:43:08,winner9774,@FeudAfrica @StandardBankZA @IAmSteveHarvey ChoCho gets my vote  #FamilyFeudAfrica  @IAmSteveHarvey  #FriedByKFC #BeatTheFeud #etvonline #PureSave,"['familyfeudafrica', 'friedbykfc', 'beatthefeud', 'etvonline', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1849,standard bank,0.0,0.0,Neutral,2021-08-15 16:42:46,CutestNqobile,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank #FamilyFeudSA  @StandardBankZA #ItCanBe,"['familyfeudsa', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1850,,0.0,0.0,Neutral,2021-08-15 16:42:24,CutestNqobile,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/Vwv6RsxXvm,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1851,,0.0,0.0,Neutral,2021-08-15 16:42:13,MaryRLedwaba,@StandardBankZA #SBFamily  #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/tDBA1UarWQ,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1852,chocho family,0.0,0.0,Neutral,2021-08-15 16:42:10,Keitumetsekabo9,@FeudAfrica @StandardBankZA @IAmSteveHarvey CHOCHO family,[],0,"StandardBankZA OR ""Standard Bank"""
1853,,0.0,0.0,Neutral,2021-08-15 16:42:02,CutestNqobile,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/10HDtDzvWu,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1854,,0.0,0.0,Neutral,2021-08-15 16:41:59,Bunny4583387289,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/ZJVVnXT3Gj,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1855,,0.0,0.0,Neutral,2021-08-15 16:41:53,BizzyMeee,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/wuXHOnRvzl,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1856,,0.0,0.0,Neutral,2021-08-15 16:41:49,CutestNqobile,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/0sxrG9pJIa,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1857,please fix app,0.0,0.0,Neutral,2021-08-15 16:41:42,MakhambeniRob,@StandardBankZA Please fix your app,[],0,"StandardBankZA OR ""Standard Bank"""
1858,,0.0,0.0,Neutral,2021-08-15 16:41:30,IamBhekifa3,@StandardBankZA @RaisonChauke #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1859,,0.0,0.0,Neutral,2021-08-15 16:41:25,Zozo03679075,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/YDswYl7sfl,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1860,,0.0,0.0,Neutral,2021-08-15 16:41:11,dowlathia,@StandardBankZA #SBFamily #PureSave  https://t.co/PITF2puj3b,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1861,share,0.0,0.0,Neutral,2021-08-15 16:41:05,ThatoM07,@StandardBankZA That's my share.  #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/FVzAS34x7N,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1862,,0.0,0.0,Neutral,2021-08-15 16:40:39,kglenyora,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/JIv8qRkFxp,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1863,sbfamily,0.0,0.0,Neutral,2021-08-15 16:40:21,StevenJ79550313,@StandardBankZA ##ItCanBe SBFamily #PureSave #StandardBank 👏👏👏👏👏💰💰💰💰💰,"['itcanbe', 'puresave', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1864,chichi,0.0,0.0,Neutral,2021-08-15 16:40:20,Tebogo89844646,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chichi,[],0,"StandardBankZA OR ""Standard Bank"""
1865,chocho,0.0,0.0,Neutral,2021-08-15 16:40:06,Orori110717,@FeudAfrica @StandardBankZA @IAmSteveHarvey CHOCHO #FamilyFeudAfrica #FamilyFeudSA @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidblueTV,"['familyfeudafrica', 'familyfeudsa', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1866,chinchilla,0.0,0.0,Neutral,2021-08-15 16:40:06,Tebogo89844646,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chinchilla,[],0,"StandardBankZA OR ""Standard Bank"""
1867,,0.0,0.0,Neutral,2021-08-15 16:40:00,Godfrey430,@StandardBankZA #SBFamily  #PureSave  #FamilyFeudSA  #standardBank  #ItCanBe  https://t.co/AkiokA7aem,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1868,standard bank will win,0.4,0.2,Positive,2021-08-15 16:38:45,honeypot108,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank will win  #FamilyFeudAfrica  @IAmSteveHarvey  #FriedByKFC #BeatTheFeud #RapidBluetv #PureSave  https://t.co/3Ik7A7KjkH,"['familyfeudafrica', 'friedbykfc', 'beatthefeud', 'rapidbluetv', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1869,,0.0,0.0,Neutral,2021-08-15 16:38:31,khomoMlatii,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/SR60oHtXpL,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1870,,0.0,0.0,Neutral,2021-08-15 16:38:01,HisKingBoy,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/DN9xCeiaoq,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1871,,0.0,0.0,Neutral,2021-08-15 16:37:42,MarySelona,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/WDgQUsaA3d,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1872,,0.0,0.0,Neutral,2021-08-15 16:37:22,makgati_athi,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/beXcF2MfJ6,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1873,standard bank family,0.0,0.0,Neutral,2021-08-15 16:37:22,Zamahlobo7,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family  #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1874,,0.0,0.0,Neutral,2021-08-15 16:37:16,SelonaSelona,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/wZttJqneds,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1875,,0.0,0.0,Neutral,2021-08-15 16:37:12,yashupalm,@StandardBankZA #SBFamily #PureSave  https://t.co/KJicmoBNW9,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1876,,0.0,0.0,Neutral,2021-08-15 16:36:48,MbaliMabuza7,@StandardBankZA #SBFamily #PureSave #FamilyFeudAfrica  https://t.co/mdYd109wrW,"['sbfamily', 'puresave', 'familyfeudafrica']",0,"StandardBankZA OR ""Standard Bank"""
1877,,0.0,0.0,Neutral,2021-08-15 16:36:39,IamMaropene,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/ggXxDARAAT,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1878,standard bank,0.0,0.0,Neutral,2021-08-15 16:35:55,ace1703,@FeudAfrica @StandardBankZA @IAmSteveHarvey #PureSave #etvonline  #FamilyFeudAfrica  @IAmSteveHarvey  #FriedByKFC #BeatTheFeud Standard Bank #RapidBluetv,"['puresave', 'etvonline', 'familyfeudafrica', 'friedbykfc', 'beatthefeud', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1879,,0.0,0.0,Neutral,2021-08-15 16:35:08,THABETHE_TT,@StandardBankZA #SBFamily  #PureSave  https://t.co/u5vIL3IBPB,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1880,cant wait,0.0,0.0,Neutral,2021-08-15 16:34:38,CynthiaMpangane,@StandardBankZA Can't wait,[],0,"StandardBankZA OR ""Standard Bank"""
1881,,0.0,0.0,Neutral,2021-08-15 16:34:33,n_bella_,@StandardBankZA @StandardBankZA #SBFamily #PureSave 💙💙💙💙💙  https://t.co/2GDl56aY5A,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1882,please pick,0.0,0.0,Neutral,2021-08-15 16:34:31,Lets_Katlego,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe @StandardBankZA please pick me 😊  https://t.co/1mOaaFXjgR,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1883,,0.0,0.0,Neutral,2021-08-15 16:34:24,Xhosacliqs,@StandardBankZA #SBFamily #PureSave  https://t.co/GKVu9N85tM,"['sbfamily', 'puresave']",1,"StandardBankZA OR ""Standard Bank"""
1884,,0.0,0.0,Neutral,2021-08-15 16:34:19,LesibaSebuenya1,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1885,,0.0,0.0,Neutral,2021-08-15 16:33:56,Iamnyikongobeni,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/f1G0L9HU12,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1886,chocho,0.0,0.0,Neutral,2021-08-15 16:33:49,MOminhle,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho,[],0,"StandardBankZA OR ""Standard Bank"""
1887,,0.0,0.0,Neutral,2021-08-15 16:33:32,NkeleMoeti,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/KDxGnpLPdt,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1888,,0.0,0.0,Neutral,2021-08-15 16:33:18,HappinessMart11,@StandardBankZA #SBFamily #PureSave #FamilyFeudAfrica #StandardBank #ItCanBe #PureSave  https://t.co/B7aQ7V0ajE,"['sbfamily', 'puresave', 'familyfeudafrica', 'standardbank', 'itcanbe', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1889,,0.0,0.0,Neutral,2021-08-15 16:33:03,ThemsonChochi,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/g4CQtff3q5,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1890,,0.0,0.0,Neutral,2021-08-15 16:32:47,janeth9m,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA  https://t.co/bFFErvuCs6,"['sbfamily', 'puresave', 'familyfeudsa']",1,"StandardBankZA OR ""Standard Bank"""
1891,,0.0,0.0,Neutral,2021-08-15 16:32:38,PinkyM101,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/T5chd5xokI,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1892,,0.0,0.0,Neutral,2021-08-15 16:32:30,ErnestoJameson1,@StandardBankZA #SBFamily #PureSave @StandardBankZA  https://t.co/sIky9IiP6s,"['sbfamily', 'puresave']",1,"StandardBankZA OR ""Standard Bank"""
1893,,0.0,0.0,Neutral,2021-08-15 16:32:18,HappinessMart11,@StandardBankZA #SBFamily #PureSave #FamilyFeudAfrica #StandardBank #ItCanBe  https://t.co/XLp3TmYA7q,"['sbfamily', 'puresave', 'familyfeudafrica', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1894,,0.0,0.0,Neutral,2021-08-15 16:31:54,Srajah100,@StandardBankZA #standardbank #ItCanBe #FamilyFeudSA #PureSave 💙💙💙  https://t.co/7S0KMa8qah,"['standardbank', 'itcanbe', 'familyfeudsa', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1895,,0.0,0.0,Neutral,2021-08-15 16:31:44,KgothiBoyza,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/dd3u1MHKRN,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1896,chocho family,0.0,0.0,Neutral,2021-08-15 16:31:41,QueenSindel9,@FeudAfrica @StandardBankZA @IAmSteveHarvey The Chocho family  #FamilyFeudSA #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1897,,0.0,0.0,Neutral,2021-08-15 16:31:35,PatrickFargoSA,@StandardBankZA  https://t.co/C6piB7WQ6h,[],2,"StandardBankZA OR ""Standard Bank"""
1898,win,0.8,0.4,Positive,2021-08-15 16:31:34,PatrickFargoSA,@StandardBankZA For the win 🙏🏾  https://t.co/awsHVlaBtW,[],3,"StandardBankZA OR ""Standard Bank"""
1899,,0.0,0.0,Neutral,2021-08-15 16:31:34,phindyhle,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/oyoeHZpwuo,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1900,,0.0,0.0,Neutral,2021-08-15 16:31:23,Glenda2210,@StandardBankZA #SBFAMILY #PURESAVE #FamilyFuedSA #STANDARDBANK #ITCANBE  https://t.co/RrMZsXlTmx,"['sbfamily', 'puresave', 'familyfuedsa', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1901,,0.0,0.0,Neutral,2021-08-15 16:31:16,Zamahlobo7,@StandardBankZA #SBfamily #PureSave #FamilyFeudSA #standardbank #ItCanBe  https://t.co/fShIZkhdDk,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1902,,0.0,0.0,Neutral,2021-08-15 16:31:10,ReeWard2,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe @StandardBankZA  https://t.co/WlDJQolBC0,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1903,,0.0,0.0,Neutral,2021-08-15 16:31:02,Edward98859286,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe @StandardBankZA  https://t.co/HCNrLZUkM3,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1904,,0.0,0.0,Neutral,2021-08-15 16:31:02,HappinessMart11,@StandardBankZA #SBFamily #PureSave #FamilyFeudAfrica #StandardBank #ItCanBe  https://t.co/eOB8g7f2UT,"['sbfamily', 'puresave', 'familyfeudafrica', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1905,,0.0,0.0,Neutral,2021-08-15 16:30:51,IamShonisani,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe @StandardBankZA  https://t.co/XeL5vtdedf,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
